Producto;Descripcion;Unidad;C. UNIT; C. UNIT.2 
602.02.404;DISCO DESBASTE 7X 1/4 X 7/8;UND;9.47 ;9.467791667
801.13.020;PINZA IRIS RECTO;UND;9.50 ;9.5
604.04.320;BOTONERA 03 AGUJEROS;UND;9.50 ;9.5
21.71.02.038;"SILENCIADOR NEUMATICO TIPO SC ROSCA G 3/8""";UND;9.52 ;9.52077
604.03.012;PORTA FUSIBLE;UND;9.59 ;9.594545455
20.83.01.112.121;"CANDADO PASO 1 1/2"" SIMPLE ASA   120-1R";UND;9.60 ;9.6
606.02.121;RECOGEDOR DE BASURA (PLASTICO);UND;9.61 ;9.613333333
51.4.10.370.7000.0.3;"PERNO EXPANSOR ZINC 3/4"" X 7"" TUECA Y ARANDELA";UND;9.64 ;9.641
409.12.955;CONECTOR CODO P/ CAÑERIA COBRE 1/4 X1/8 NPT;UND;9.72 ;9.72
603.01.450.25.1;"NIPLE DE  1"" 1/4 X 4""";UND;9.75 ;9.75
606.02.009;LEJIA TRADICIONAL C-5 % TAZZ 388 ml;UND;9.82 ;9.817090818
13.51.01.401;IGNITOR P/LAMP HALOGENURO METAL 1000W. SI  5I – PHILIPS;UND;9.84 ;9.836666667
15.20.03.022;FAJA A-38;UND;9.85 ;9.85
603.02.009;EJE DE TEMPLADOR;UND;9.89 ;9.891884932
409.18.747;RODAMIENTO 6301 2Z  C3;UND;9.96 ;9.964
10.02.04.003;MOPA DE ALGODON N° 16  200g CLASICA + PALO;UND;9.98 ;9.983
13.54.01.001;SOCKET D/LOZA E40 ANTIVIBRATORIO – LORENZETTI;UND;9.99 ;9.99
14.02.15.014;"CAJA METÁLICA DE PASO 5""X 5""";UND;10.00 ;10
59.1.0.580.1000.1;"ESPARRAGO ZINC DE  Ø5/8"" X 1MT";UND;10.01 ;10.01385
15.47.04.009;RETEN MECANICO TCM 62X35X8  HSB;UND;10.09 ;10.09
605.02.865;CHAPA TIPO ESCRITORIO;UND;10.17 ;10.16998195
604.05.035;"CAJA CONDULET TIPO TEE 1""";UND;10.17 ;10.17
801.15.4005;SOBRE LENTES COSMIC - LUNAS CLARAS COD. 10115002;UND;10.17 ;10.17
604.03.301;FOCO AHORRADOR;UND;10.20 ;10.2
602.01.79;CERA NEUTRAL PARA PISO VINILICO;UND;10.22 ;10.21875
20.83.02.114.102;"CANDADO PASO 1 1/4"" DOBLE  ASA  100-2R";UND;10.28 ;10.281
53.6.10.016.2;ARANDELA DE SEGURIDAD W09;UND;10.37 ;10.37
409.05.052.01.1;TEE DE BRONCE 1/4;UND;10.50 ;10.5
606.03.123;BIDON DE AGUA 20 Lts.;UND;10.72 ;10.71855316
603.02.008;EJE DE DOBLE PIÑON;UND;10.77 ;10.76772785
603.02.386;RETEN 40 X 60 X 10 MM;UND;10.92 ;10.9228
603.01.247;REGULADOR DE CAUDAL,ROSCA G 1/8 P/MANGUERA 8MM;UND;10.92 ;10.92328372
606.01.443;ARCHIVADOR  PIONER  A-4 DE 2 ANILLOS 65mm de 650 HOJAS;UND;10.97 ;10.97
603.02.914;FAJA BANDO B50;UND;11.00 ;11
604.04.993;"GANCHO DE FIERRO FUNDIDO ESP 7 /8"" X 5"" X 9 1/2""";UND;11.00 ;11
603.01.852;Aislador de Plástico inferior de tobera Lightning código: 63-3103 - Marca : ATTC USA;UND;11.19 ;11.19
801.09.058;VISTONY GRASA LITETHIUM WHITE (10 ONZ/926ML);UND;11.23 ;11.228333
15.47.04.003;RETEN NBR 55 X 90 X 10;UND;11.28 ;11.275
14.06.30.036.1;"Codo de 90° Inox de 1 1/4"" - Roscable";UND;11.29 ;11.29
603.02.246;ORING 120 X 3.5 MM;UND;11.34 ;11.335
603.02.294.02;V-RING VA-70;UND;11.51 ;11.505
15.19.03.080;Rodamiento  de 15 x 32 x 9  (SKF 6002 - 2RS);UND;11.52 ;11.52031275
15.20.03.016;FAJA A-33;UND;11.52 ;11.52428571
20.63.03.009;LAINA PARA ALINEACIÓN DE ROLL FORMING VIGAS - 0.5 x Ø 80mm;UND;11.69 ;11.68799907
20.63.01.005;LAINA PARA ALINEACIÓN DE ROLL FORMING POSTES - 0.5 MM ;UND;11.71 ;11.7072
20.63.03.010;LAINA PARA ALINEACIÓN DE ROLL FORMING VIGAS - 0.5 x Ø 90mm;UND;11.71 ;11.7072
603.05.023;GANCHO DE MONTAJE  MOUNTING HOOK [911401565101] - PHILIP;UND;11.75 ;11.75
15.19.03.050.01;Rodamiento 6203 - 2Z;UND;11.76 ;11.75710537
801.15.1750;CONECTOR NEUMATICO HEMBRA 3/8 NPT P/MANGUERA 10mm;UND;11.77 ;11.765
604.05.107;"UNION DE PVC SAP DE 2""";UND;11.79 ;11.7944697
604.05.102;"CURVA PVC SAP 2""";UND;11.86 ;11.864
604.05.031.01;CAJA MODULAR RECTANGULAR CONDUIT;UND;11.86 ;11.864
605.02.861;CHAPA CREMONA;UND;11.87 ;11.865
801.06.151;"LIMA MEDIA CAÑA BASTARDA 6""";UND;11.89 ;11.89083333
21.12.2.001;EJE PIN P/MANIJA;UND;11.90 ;11.89515242
409.99.123;"BISAGRA DE 5/8 X 6""";UND;12.00 ;12
603.01.073;DEFLECTOR 16 MM 331341;UND;12.00 ;12
603.01.074;DEFLECTOR 24MM 331333;UND;12.00 ;12
602.02.553;Escobilla electro Grafitado 8.5x4.5x20 (cable,resorte y terminal) - RUNNER WAP;UND;12.00 ;12
801.01.015;CARETAS  ( PARA SOLDAR );UND;12.05 ;12.05274651
409.18.761;CONECTOR REGULADOR UNION RECTO NEUAMTICO P/MANGUERA Nº6;UND;12.08 ;12.0752
10.57.01.001;MECHÓN PARA TRAPEAR CON BASE;UND;12.13 ;12.13
801.01.069;"LLAVE ALLEN 1/2""";UND;12.14 ;12.14196773
20.90.63.004;Connector Crop for Double-Row Chains  ZSO-08B;UND;12.32 ;12.32
12.11.400;"RODILLO DE 4""";UND;12.40 ;12.4
801.01.070;"LLAVE ALLEN 3/8""";UND;12.44 ;12.44118637
603.01.063;PORTATIP DE BRONCE BINZEL MB-36;UND;12.57 ;12.56898014
603.02.397;Reten hidraulico Kastas / Modelo K21 25-32-4;UND;12.57 ;12.5706
409.09.031;MEDIO PASO PARA CADENA ASA100;UND;12.68 ;12.68
602.02.401;DISCO CORTE 14;UND;12.72 ;12.72110714
603.01.513.1;RODAMIENTO 6005 Z;UND;12.74 ;12.743
604.05.013;"CAJA CODUIT 1/2 TIPO "" T""";UND;12.80 ;12.8
15.19.03.043;Rodamiento 6204 2RS/C3;UND;12.86 ;12.86273676
603.02.003;PERNO ESPECIAL PIN P/MANIVELA;UND;12.97 ;12.9694
603.02.006;JALADOR P/MANIVELA;UND;12.97 ;12.96997294
602.02.907;MASILLA PLASTICA;UND;13.00 ;13
801.15.3677;GRASA EP-2 MULTIPROPOSITO VISTONY X 453 G;UND;13.00 ;13
405.01.017;FIERRO REDONDO TREFILADO 63MM X 44MM;UND;13.13 ;13.125
603.02.420;RETEN TC 55-78-12 NAK;UND;13.42 ;13.41666667
OCONS0105000098;GRASA LITHIUM BLANCA PITFE AEROSOL 500 ML;UND;13.56 ;13.56
15.19.03.031;RODAMIENTO 6305;UND;13.56 ;13.56
801.15.7128;REDUCCION NEUMATICA D/MANGUERA 16MM A 12MM;UND;13.64 ;13.6435
10.05.01.001;ESCOBON DE CERDA DE PLASTICO - Hude;UND;13.69 ;13.68627767
604.04.212;ENCHUFE INDUST 2X16A + T 250V IP44 6H ART-510;UND;13.79 ;13.79379171
23.01.004;CAJA CON AGUA - AQUAOASIS DE 20 LTS;UND;13.83 ;13.83069075
15.20.03.026;FAJA A41;UND;13.84 ;13.84166667
404.01.151;Union Universal FN de ½” x 300 lbs;UND;13.86 ;13.86
603.04.208;ACOPLE FLEXIBLE DE ALUMINIO G25/25-A6/6/ENCODER;UND;13.90 ;13.89733122
604.05.067;LIMPIA CONTACTO ELECTRICO;UND;13.91 ;13.91427769
604.05.54;SOCKET ZELIO RELAY PARA RELÉ DE 8 PINES, IP20, RUZC2M,SCHNEIDER;UND;13.93 ;13.931667
604.04.526;"BLOQUES DE CONTACTOS ZBE102, 22MM, HARMONY XB4; -25÷70°C, CONTACTOS: NC";UND;13.98 ;13.975
21.72.01.0312;POLEA DOBLE DIÁMETRO 3 ½ 2B;UND;14.00 ;14
603.04.009;DADO SUJETADOR - P/CELDA ROBOTICA;UND;14.00 ;14
15.47.01.006;RETEN NEUMATICO Ø 20-28-5;UND;14.32 ;14.316
604.05.016;CAJA DE PASO  F.G. 6X6X3 P;UND;14.40 ;14.40181818
13.18.02.001;CAJA RECTANGULAR DE ALUMINIO  03 AGUJEROS(TOMACORRIENTE);UND;14.51 ;14.51250794
20.90.42.003;FUSE WIRE 2 A RT28-32;UND;14.66 ;14.664
20.90.42.001;FUSE WIRE 32 A RT28-32;UND;14.66 ;14.664
20.90.42.002;FUSE WIRE 4 A RT28-32;UND;14.66 ;14.664
801.15.5547;ARANDELA M10 Cod.0661100042;UND;14.67 ;14.6714
603.01.371;"CONECTOR REGULADOR NEUMATICO DE 1/2"" NTP P/MANGUERA 08MM";UND;14.69 ;14.69051159
604.06.3000;CUADERNO ANILLADO A4 CUADRICULADO;UND;14.72 ;14.72
24.38.01.112;"TAPA DE JEBE P/TUBO CUADRADO 1 1/2""";UND;14.74 ;14.74107143
608.01.001;"CINTA STRETCH FILM 20""";UND;14.86 ;14.85939455
504.02.705.1;TUERCA DE FIJACION KM11 (PASO 2 );UND;14.93 ;14.93142
14.15.05.140.008;"REGULADOR NEUMATICO 1/4"" NPT P/MANGUERA 08MM";UND;14.99 ;14.98725
801.15.1690;BISAGRAS DESMONTABLES GN 337, ZINC FUNDIDO PRESION, ORIFICIOS AVELLANADOS, 40mm x 40 mm;UND;15.00 ;15
801.01.757;RECTIFICADOR W000232249;UND;15.00 ;15
801.01.022;LLAVE MIXTA STANLEY  3/4;UND;15.00 ;15
409.09.002;CADENA DE PASO 1/2;UND;15.07 ;15.066667
409.18.740;RODAMIENTO 6801 LLU/2AS;UND;15.16 ;15.16442
602.02.914;SPRAY ANTICRUSTANTE;UND;15.18 ;15.17938806
603.01.245;"REGULADOR TIPO BANJO 1/8""NPT x 10 MM";UND;15.21 ;15.205
602.02.213;Faja B59;UND;15.26 ;15.255
604.04.507;BALASTRO ELÉCTRONICO 1 X 36W  EB-C136 TL-D 220V PHILLIPS;UND;15.26 ;15.264
604.07.015.01;TOMA EMPOTRABLE 16AMP 2P+T 250V AZUL 6H I44 ( CODIGO 190322 );UND;15.35 ;15.354
606.01.583;ENGRAMPADOR ARTESCO TIPO TIJERA M - 222;UND;15.60 ;15.5984856
20.63.03.005;LAINA PARA ALINEACIÓN DE ROLL FORMING VIGAS - 2 x Ø 80mm;UND;15.61 ;15.6095
20.63.03.012;LAINA PARA ALINEACIÓN DE ROLL FORMING VIGAS - 0.2 x Ø 90mm;UND;15.61 ;15.6095
85.04.600.001;"RUEDA COMPACTA 6"" X 1/2""  - GUINDO - GRANO MEDIO DE ALTA RESISTENCIA - BEAR-TEX / NORTON";UND;15.76 ;15.76200444
604.05.118;"CURVA PVC SAP 2 1/2""";UND;15.79 ;15.79
409.18.763;CONECTOR REGULADOR ROSCA DE 1/8 NPT ORIENTABLE 90° MANGUERA N°6                   ;UND;15.84 ;15.843636
603.03.995;"ESPARRAGO ZINC DE Ø3/4"" X 1 MT";UND;15.88 ;15.87547081
604.07.082;TOMA AEREA TRIFASICA 16 AMP 220VAC;UND;15.90 ;15.9
605.01.021;RODAMIENTO 6006- 2RS;UND;15.95 ;15.9518
602.01.205;MAMELUCO DE TELA NO TEJIDA TYVEK DUPONT CON CAPUCH;UND;15.96 ;15.95671498
602.01.016;CAPUCHA PARA SOLDADOR;UND;16.00 ;16
21.31.1.050.05.121;RESORTE Ø EXT 35MM, LONG.90MM, ØALAMBRE 5MM, PASO12;UND;16.20 ;16.2
801.06.005;"LIMA BASTARDA PLANA DE 6""";UND;16.46 ;16.45714286
602.02.211;Faja B-61;UND;16.47 ;16.46565093
605.01.517;RODAMIENTO 6206 2z;UND;16.71 ;16.7085
15.20.04.012;FAJA B-42;UND;16.73 ;16.726
603.01.242;"REGULADOR NEUMATICO T/BANJO RVU C/ROSCA 3/8"" NPT CONEXION A MANGUERA 10MM";UND;16.91 ;16.91
605.02.742;"NIPLE HIDRAULICO DE 1/4"" MNPT A 1/4"" MNPT";UND;16.93 ;16.93
605.02.743;"NIPLE HIDRAULICO DE 1/4"" HNPT A 1/4""MNPT";UND;16.93 ;16.93
603.02.196;ACEITERAS;UND;16.95 ;16.95
604.02.130;CONDENSADORES 30uf  250VA;UND;16.99 ;16.99
603.01.240;"REGULADOR NEUMATICO 1/4"" NPT P/MANGUERA 10MM";UND;17.00 ;17
801.13.009;Succionador Soldadura de Estaño (Extractor);UND;17.00 ;17
603.01.124;BROCA P/FE 9/16;UND;17.03 ;17.03450231
801.15.6823;"CONECTOR RACOR RECTO DE 1/2"" P/ MANGUERA DE 16 MM";UND;17.08 ;17.075
604.04.126;TOMA IND. AEREO MENNEKES IP44 2X16+T 250V AZUL AR;UND;17.14 ;17.13770667
12.02.04.034;CONECTOR REGULADOR ROSCA DE 1/4 NPT ORIENTABLE 90° MANGUERA N° 10 MM;UND;17.17 ;17.166
409.99.942.01;RESORTE DE ACERO, LARGO 102 MM, Ø INT 31.5 MM, Ø EXT 47.5 MM, ESP 8 MM;UND;17.29 ;17.2881996
602.01.388;SOMBRERO DE ALA ANCHA CON PROTECTOR DE CUELLO;UND;17.30 ;17.3
25.25.03.001;PLACA TRIANGULAR  PARA BARRENADOR;UND;17.39 ;17.39099769
RPTS01S01000071;"CAM LOCK 1"" LETRA F C-316 ACERO  INOXIDABLE";UND;17.40 ;17.3961
801.01.460;LLAVE ALLEN 16MM;UND;17.44 ;17.435
801.15.1703;FAJA B45 OPTIBELT;UND;17.62 ;17.615
603.01.092;"LLAVE DE PASO 3/8"" P/ GAS.";UND;17.73 ;17.725
602.02.1021;"POLEA DE ALUMINIO Ø 3"" X 2B";UND;18.00 ;18
603.01.520;RODAMIENTO 61801 2RS;UND;18.03 ;18.02714263
602.02.512.01;CARBONES PARA SIERRA CIRCULAR MANUAL SKILL 5401;UND;18.09 ;18.09
409.18.735;Rodamiento 6206-2RS;UND;18.13 ;18.125
602.02.425;"DISCO DE DESBASTE 9"" X 1/4""";UND;18.17 ;18.16531473
16.1.760.LS;FERULE SET INOX OD 10;UND;18.21 ;18.2068018
603.01.515;RODAMIENTO 6304 2RS;UND;18.26 ;18.25655172
15.35.450.05;ESCOBILLA DE CARBON E45 ASPIRADORA CHASQUI;UND;18.32 ;18.32036364
20.90.45.001;STEERABLE WHEEL  SHEATING A Ø 10 X L4;UND;18.33 ;18.329167
20.90.45.002;STEERABLE WHEEL  SHEATING B Ø 10 X L11;UND;18.33 ;18.329167
20.90.45.003;STEERABLE WHEEL  SHEATING C Ø 10 X L11.5;UND;18.33 ;18.329167
801.09.050;TIMBRE P/PUERTA;UND;18.64 ;18.64406
409.99.500;"CERROJO PESADO DE Ø5/8""x0.50M DE LONGITUD";UND;18.64 ;18.64417721
602.01.050;POLO CUELLO REDONDO MANGA LARGA TALLA :XXL;UND;18.73 ;18.73
602.02.406;"DISCO DE LAMINILLAS 7"" X 7/8 """;UND;18.86 ;18.86253933
603.02.249;FAJA B35;UND;18.93 ;18.931
602.01.153;POLO CUELLO REDONDO MANGA LARGA TALLA :XL;UND;19.01 ;19.01321168
801.15.6565;"POLO MANGA LARAGA COLOR AMARILLO C/ESTAMPADO TALLA ""L""";UND;19.05 ;19.05
801.15.4080;Manifold Doble de PeAlPe 90°;UND;19.14 ;19.138198
602.01.151;POLO CUELLO REDONDO MANGA LARGA TALLA : M;UND;19.15 ;19.15411348
602.01.152;POLO CUELLO REDONDO MANGA LARGA TALLA :L;UND;19.30 ;19.29984127
21.72.02.0520;"POLEA D/ALUMINIO 5"" X 2A";UND;19.30 ;19.3
503.04.358;EXTENSION FLEXIBLE PARA INYECTORES DE GRASA;UND;19.50 ;19.5
20.90.43.001;B-COPPER SHEATHING Ø 29 X 3;UND;19.52 ;19.51687525
606.01.440;ARCHIVADOR PIONER A-4 DE 3 ANILLOS 65mm DE 650 HOJAS (COD:410212 TAY-LOY);UND;19.57 ;19.5662417
25.33.01.001;INSERTO CARB. P/TRONZAR 3mm.;UND;19.69 ;19.68768
602.02.409;ESCOBILLA CIRCULAR TRENZADA PLANA 4 1/2;UND;19.70 ;19.70307692
801.15.3997;FILTER AIRE COD:1630058905;UND;19.90 ;19.9
603.02.466;Nozzle diameter 1.5 mm (L236) PRECITEC;UND;19.97 ;19.9669306
85.01.400.001;"RUEDA RAPID STRIP BLAZE 4"" X 1/2"" X 1/4"" GRANO GRUESO - NARANJA -BEAR - TEX / NORTON";UND;19.99 ;19.9925217
604.04.209;ENCHUFE IND. AEREA MENNEKES IP44 2X32+T 250 V AZUL;UND;20.10 ;20.1
603.02.248;FAJA B38 (HI-POWER);UND;20.31 ;20.3078
603.02.222;CINTA CERAMICA MARCA JACKWALL x 5 M;UND;20.34 ;20.339
409.12.1080;PASTILLA CARBURADA WNMG080408;UND;20.57 ;20.57
801.15.2165;CANDADO DE CADENA DE PASO 50 MM HP ACERO CARBONO;UND;20.63 ;20.625
603.02.272;Reten 115-145-14-D(TC)-12;UND;20.70 ;20.69768357
801.01.078;"LLAVE MIXTA STANLEY 15/16""";UND;20.85 ;20.85289286
602.01.189;CASCO MSA V-GARD FAST TRACK COLOR ANARANJADO;UND;20.91 ;20.91013514
801.15.1767;ESCOBILLA DE CARBON 10X6X18 BOSCH WH004 FD:512 PARA GWS 18-125 PL;UND;21.10 ;21.099
606.01.791;FAJA B-70;UND;21.19 ;21.1875
602.01.555;POLO CUELLO REDONDO MANGA LARGA TALLA :XXXL;UND;21.23 ;21.23
21.72.02.0300.01;"POLEA DE ALUMINIO 3"" X 1 A";UND;21.27 ;21.265
15.47.05.003;RETEN DE ACEITE TC-65-82-12;UND;21.28 ;21.27721589
603.01.499;"ESCUADRA METALICA EN ""L"" DE 60x60 cm";UND;21.39 ;21.38599991
801.15.5880;"CERROJO P/PUERTA DE SEGURIDAD DE 6"" - ZINCADO";UND;21.39 ;21.39
601.01.24;RETEN  12551  CRWA1R;UND;21.60 ;21.6
13.23.05.002.02;BASE DE RELE ABB CRM4LS;UND;21.60 ;21.6
602.03.958;SIKAFLEX 11 FC- GRIS;UND;21.63 ;21.6271223
20.18.001.09.11;HOSE COD 0070 6002 48;UND;21.69 ;21.68992
603.01.066;TOBERA CONICA 1/2 BINZEL MB-36;UND;21.77 ;21.7698574
604.04.807;INTERRUPTOR DOBLE CONMUTADOR;UND;21.94 ;21.94
604.01.098;LINER PARA MANGUERA TBI FLEX 50;UND;22.05 ;22.04839
603.01.341;PASTILLA CARBURADA APKT11308-PM YBG 302;UND;22.15 ;22.146
603.01.044;PASTILLA CARBURADA YBG -302  ZCC-CT;UND;22.15 ;22.146
603.02.070;Filtro Yee de ¾” para GLP;UND;22.23 ;22.23
603.02.239;RETEN UN 25 35 8;UND;22.25 ;22.249
801.15.1695;ESCOBILLAS DE LIMPIEZA DE RIEL + SOPORTE- RANGER STOW;UND;22.27 ;22.27
603.02.942.01;MICROSWITCH DE FINAL DE CARRERA TIPO PIN;UND;22.34 ;22.34
603.01.911;TOBERAS TEFLON  COD. 377724;UND;22.42 ;22.415254
606.01.470;MOUSE PAD;UND;22.43 ;22.425
604.04.515;Conector hembra Marca: hirschmann Modelo: GDM b12;UND;22.46 ;22.46
801.14.005;RUEDA PARA STOCKA Ø80mm X LARGO 70mm X INTERIOR 20mm R/6204 2RS;UND;22.50 ;22.5
25.33.02.002;INSERTO DE TRONZAR 4 mm. QEGD2525R22;UND;22.59 ;22.59298
21.19.1.045.352;ORING Øext 114, Øint 102, ESP 6mm;UND;22.60 ;22.6
603.01.075;DEFLECTOR 32MM 331325;UND;22.62 ;22.61744681
28.16.04.006;HDMI Inalámbrico de largo alcance;UND;22.72 ;22.718
01801.01.705;FAJA XPA1850  2320NV 0489;UND;22.89 ;22.89
15.96.01.001;"ELEMENTO DE FILTRADO  Ø 9/4"" X 27 MM";UND;22.96 ;22.96375
606.01.574;CALCULADORA CASIO MX - 12 V/S;UND;22.97 ;22.97
606.01.101;CINTA EPSON P/ IMPRESORA LX-300;UND;23.05 ;23.05083333
904.18.752;Reten 105-135-14-D(TC)-11;UND;23.29 ;23.29461415
20.90.52.004;LIFTINF AXLE BEARING BUSHING 20 X 22;UND;23.38 ;23.38125
604.01.1035;Cajas de paso de 20 x 20 x 15 cm.;UND;23.41 ;23.41
604.06.053;"REDUCCION BUSHING DE 1"" A 1/4""";UND;23.42 ;23.421667
604.04.387;BASE 14 PINES PARA RELE C9,10/250V/2.5 KW MODELO:RXZE2M114M/SCHNEIDER;UND;23.60 ;23.6
605.02.714;"CODO FE NEGRO P/ TUBO REDONDO  Ø  3"" X 3.00 MM.";UND;23.62 ;23.6175
605.02.741;"TEE HIDRAULICO DE 1/4 """;UND;23.70 ;23.702
505.06.005;GARRUCHA AEREA SIMPLE;UND;23.80 ;23.8
603.02.90;FAJA B-74 (B1920mm Ld/17mmx1880mm);UND;24.26 ;24.256667
21.19.1.045.351;ORING Øext 200, Øint 188, ESP 6mm;UND;24.31 ;24.31
604.04.140;"PRENSA TIPO C 4""";UND;24.38 ;24.37875
21.72.02.0620;"POLEA ALUMINIO 6"" X 2A";UND;24.56 ;24.563333
603.05.037;CONECTOR HEMBRA - 4 PINES C/PILOTO  GEMA;UND;24.65 ;24.65181818
603.02.390.03;ORING D.INT.42.08 X Ø 3.2 MM ( ORING HIDRAULICO );UND;24.97 ;24.965
801.15.1460;RETEN TC 140-110-12;UND;25.43 ;25.425
602.02.523.02;"RETEN METALICO TIPO CR  1 1/8"" X 1 5/8"" X 1/4""";UND;25.43 ;25.43
603.02.253;RELAY 14 PINES BOBINA 110V.;UND;25.81 ;25.81097242
503.01.254.08;PERNO CABEZA HEXAGONAL M24X100 MM - PASO 3MM - HILO CORRIDO;UND;25.86 ;25.857
805.04.001;KRIMPING RJ-45;UND;26.07 ;26.07
15.20.03.002;FAJA B-93;UND;26.14 ;26.142
603.04.047;REGULADOR NEUMATICO ORIENTABLE 1/2 P/MANGUERA 10 MM;UND;26.16 ;26.160582
603.01.997;MUELLE DE COMPRESION 1001488 GEMA;UND;26.31 ;26.31425
602.02.998;"Faja B-64 (""V"")";UND;26.41 ;26.4075
59.30.016.1000.8;ESPARRAGO FN M16 X 1.00M  GR-8;UND;26.52 ;26.523
20.97.03.002;HY NOZZLE:PMX 45A CUT (220941)                       ;UND;26.61 ;26.60563929
409.18.722;RODAMIENTO 51104;UND;26.63 ;26.63389996
603.01.426;BROCA CENTRAL 5mm;UND;26.65 ;26.65379861
15.20.07.001;FAJA B-62 MARCA OPTIBELT;UND;26.71 ;26.70822
409.12.940;GEL ANTI - INCRUSTANTE 32 ONZ.  ( 7094 );UND;26.71 ;26.712083
603.02.465;Nozzle diameter 1.2 mm (L235) PRECITEC;UND;26.78 ;26.77684483
602.03.1004;Rodamiento 6208 Z;UND;26.94 ;26.935
409.04.003;"CODO SOLDABLE SCH-40   3"" X 90";UND;27.00 ;27
20.100.8511;FLUX PARA PLATA F-SH-1 (DIN 8511) X 100 GR;UND;27.09 ;27.094
9.39.10.004;USB 32GB                                                                                       ;UND;27.22 ;27.216
20.90.65.002;Elater Jump Ring 2  DO-1;UND;27.37 ;27.365
604.04.210;ENCHUFE IND. AEREA MENNEKES IP44 3X32+T 415V ROJO;UND;27.83 ;27.82891911
26.58.01.001;SPRAY GALV AL FRIO ZINC BRILLANTE 13oz. 18414 CRC;UND;27.94 ;27.93887324
RPTS01S01000070;"CAM LOCK 1"" LETRA D C-316 ACERO INOXIDABLE";UND;27.97 ;27.9702
602.01.296;PANTALON DE SEGURIDAD (VER REF.)  CON CINTA REFLECTIVA TALLA 26;UND;28.00 ;28
21.30.5.300;CHUMACERA DE PIE  EJE  Ø 12.7 mm;UND;28.00 ;28
602.02.831;PENETRATING OIL 300 ML AFLOJATODO DE ALTO RENDIMIENTO;UND;28.27 ;28.26632514
801.15.4081;Manifold Triple de PeAlPe 90°;UND;28.44 ;28.443132
13.24.04.001;FUSIBLES 60A - 250V MODELO R-60;UND;28.50 ;28.5
605.03.353;CANDADO 50 MM;UND;28.55 ;28.54768873
604.05.53;RELÉ ENCHUFABLE 220 VAC, 8 PINES, RUMC21P7, SCHNEIDER;UND;28.84 ;28.836667
14.01.6.004;CAJA DE PVC CON 1 ORIFICIO 22 mm;UND;29.00 ;29
602.01.520;CASCO MSA V-GARD FAST TRACK COLOR BLANCO;UND;29.12 ;29.11793898
602.01.032;PANTALON EN DRILL;UND;29.19 ;29.19
801.15.2146;PUNTA DE BOQUILLA (NOZZLE TIP);UND;29.25 ;29.246333
801.01.007;"NIVEL 24"" STANLEY 42824";UND;29.25 ;29.25475
603.01.403;"PIEDRA ESMERIL 6"" X 1 X 1 1/4 GRANO GRUESO";UND;29.66 ;29.66
604.04.127;TOMA IND. AEREO MENNEKES IP44 3X32+T 415V ROJO 6H;UND;29.71 ;29.707668
602.01.175;PANTALON DENIM  CON CINTA REFLECTIVA TALLA 38;UND;29.80 ;29.80391304
604.01.098.01;LINER WITH INSULACION (4.40m) for wire 1.0-1.2;UND;29.81 ;29.808
11.04.12.011;POLO CUELLO CAMISERO MANGA LARGA T-XXL ALGODÓN REACTIVO 20/1 NARNJA Y AZUL MARINO C/4 CINTAS REFLECT;UND;29.86 ;29.86
11.04.12.003;POLO CUELLO CAMISERO MANGA LARGA T-XL ALGODÓN REACTIVO 20/1 NARNJA Y AZUL MARINO C/4 CINTAS REFLECT;UND;29.94 ;29.94271845
603.01.325.222;KIT VENTILADOR C/FILTRO 220 VAC 10X10 CM;UND;30.00 ;30
20.90.57.004;Ditching Axle Bearing  6900ZZ;UND;30.29 ;30.291667
10.02.04.001;ESCOBA T/MOPA;UND;30.38 ;30.38323529
20.90.55.001;PLASTIC BUMPER;UND;30.68 ;30.68090466
503.01.254.07;PERNO CABEZA HEXAGONAL M24X150 MM - PASO 3MM - HILO CORRIDO;UND;30.90 ;30.8969998
800.01.004;ALCOHOL 70° 3.8 L;UND;30.93 ;30.93
603.01.023;"TOBERA 1/2""  TBI-38";UND;30.97 ;30.97272
20.97.03.001;HY NOZZLE:PMX 85A CUT (220816)                       ;UND;31.00 ;30.9976
13.05.02.100;TOPE DERECHO, 66X50X29mm, POLIETILENO NEGRO;UND;31.00 ;31
13.05.02.101;TOPE IZQUIERDO, 66X50X29mm, POLIETILENO NEGRO;UND;31.00 ;31
605.01.519;RODAMIENTO 62205 2RS;UND;31.02 ;31.02
26.17.06.006628;CLIPS ANTI RUIDO NEGRO PARA PUERTAS ENROLLABLES ROLL-MIR P110 VA 10/21;UND;31.02 ;31.022812
20.97.03.003;HY NOZZLE:PMX 65A CUT (220819)                       ;UND;31.08 ;31.08
801.15.5075;PACKING VEE 192-693;UND;31.11 ;31.11
26.14.01.002;MOCHILA J.R.M. (merchandising);UND;31.36 ;31.356
25.03.340.100.095;"PLANCHA DE FIERRO 3/4"" x 100 x 95 MM";UND;31.54 ;31.53884615
605.03.434;"VALVULA ANTIRETORNO DE ½""";UND;31.66 ;31.66166692
603.05.015;ACOPLAMIENTO RAPIDO RECTUS  - COMPLETO (versión en acero) 1004181 equipo gema;UND;31.84 ;31.8358335
603.01.163;BROCA DE CENTRAR N° 3 DORMER;UND;31.86 ;31.85777778
12.02.02.098;BROCA P/FE 9.8MM;UND;31.91 ;31.91
20.63.01.100;LAINA PARA ALINEACION DE ROLL FORMING POSTES - 10 MM;UND;32.24 ;32.23866678
